'flickr', 'using_id', 'img_loc', 'the_image', 'img_width', 'img_height', 'crop_coords', 'do_img_at', 'full_id', 'r_min', 'r_max', 'r_mean', 'r_mode', 'g_min', 'g_max', 'g_mean', 'g_mode', 'b_min', 'b_max', 'b_mean', 'b_mode', 'center_rgb', 'post_num_regions', 'post_top_hsl', 'post_top_count', 'post_2_hsl', 'post_2_count', 'post_3_hsl', 'post_3_count', 'post_4_hsl', 'post_4_count', 'post_5_hsl', 'post_5_count', 'post_6_hsl', 'post_6_count', 'center_hsl', 'full_red_count', 'visib_red_count', 'vivid_red_count', 'full_orange_count', 'visib_orange_count', 'vivid_orange_count', 'full_yellow_count', 'visib_yellow_count', 'vivid_yellow_count', 'full_green_count', 'visib_green_count', 'vivid_green_count', 'full_cyan_count', 'visib_cyan_count', 'vivid_cyan_count', 'full_blue_count', 'visib_blue_count', 'vivid_blue_count', 'full_purple_count', 'visib_purple_count', 'vivid_purple_count', 'full_mag_count', 'visib_mag_count', 'vivid_mag_count', 'vivid_count', 'sat_min_val', 'sat_25_val', 'sat_50_val', 'sat_75_val', 'sat_max_val', 'hue_mean_val', 'sat_mean_val', 'light_mean_val', 'light_max_val', 'light_max_count', 'light_min_val', 'light_min_count', 'light_25_value', 'light_50_value', 'light_75_value', 'gen_bright_count', 'gen_dark_count', 'common_hsl_1_val', 'common_hsl_1_count', 'common_hsl_2_val', 'common_hsl_2_count', 'common_hsl_3_val', 'common_hsl_3_count', 'common_hsl_4_val', 'common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51278877462,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x214F3B04A50>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698546331.2529156,5127887746200,0.0,255.0,118.33762951033545,103848,0.0,255.0,111.12071461023798,120398,0.0,255.0,121.38600235034926,93032,"(66, 61, 72)",277,"(39.000000000000064, 0.26315789473684187, 0.8509803921568627)",1855729,"(250.43478260869566, 0.20353982300884954, 0.22156862745098038)",378039,"(247.05882352941174, 0.31481481481481477, 0.21176470588235297)",210534,"(53.68421052631581, 0.575757575757576, 0.9352941176470588)",172839,"(249.60000000000002, 0.1773049645390071, 0.27647058823529413)",53328,"(232.94117647058826, 0.3669064748201439, 0.27254901960784317)",19669,"[267.2727272727273, 0.0827067669172932, 0.2607843137254902]",187373,37,4,351362,19,1,698602,2,0,321,0,0,16820,166,0,193579,17193,0,1407230,15002,0,296585,5,0,5,0.0,0.10303030303030304,0.2040816326530612,0.32432432432432423,1.0,177.32296258225085,0.23506658942009337,0.4627017276107161,1.0,19666,0.041176470588235294,53,0.2588235294117647,0.3411764705882353,0.7313725490196079,411303,66291,"(252.00000000000003, 0.30973451327433627, 0.2215686274509804)",17197,"(254.21052631578945, 0.3584905660377359, 0.20784313725490194)",16906,"(252.72727272727272, 0.27731092436974786, 0.23333333333333334)",16633,"(253.125, 0.2580645161290323, 0.2431372549019608)",15613
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52617833408,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26365E8D0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698546919.068595,5261783340800,46.0,255.0,170.2554475289804,121947,53.0,255.0,162.14083353678384,144966,0.0,255.0,144.52588639435945,143390,"(199, 197, 179)",76,"(60.0, 0.06358381502890183, 0.6607843137254902)",6942759,"(107.99999999999996, 0.07142857142857147, 0.27450980392156865)",36396,"(44.04255319148936, 0.45631067961165045, 0.596078431372549)",9101,"(31.111111111111104, 0.15606936416184983, 0.6607843137254902)",4964,"(50.76923076923081, 1.0, 0.9745098039215686)",4410,"(97.49999999999987, 0.09523809523809526, 0.8352941176470587)",2676,"[54.00000000000003, 0.15151515151515157, 0.7411764705882353]",8842,484,0,1849138,8148,0,4938237,89983,0,269909,0,0,10843,0,0,119,0,0,287,0,0,513,35,0,0,0.0,0.08108108108108104,0.11382113821138212,0.21848739495798314,1.0,46.70563042162249,0.18213737593561094,0.6181269000904572,0.9980392156862745,10922,0.13725490196078433,1,0.5078431372549019,0.5941176470588235,0.7392156862745098,453011,1,"(32.14285714285713, 0.2456140350877195, 0.7764705882352941)",8038,"(41.99999999999997, 0.11235955056179768, 0.6509803921568628)",5519,"(32.14285714285713, 0.25000000000000017, 0.7803921568627451)",5318,"(34.28571428571427, 0.2456140350877195, 0.7764705882352941)",5089
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582363.3674269,5209498085502,0.0,255.0,135.2978947368421,18119,0.0,255.0,115.05867917401159,16093,0.0,255.0,93.67050868798792,19607,"(76, 59, 50)",157,"(31.199999999999996, 0.12690355329949235, 0.3862745098039216)",208172,"(32.54237288135594, 0.33714285714285713, 0.3431372549019608)",100684,"(29.189189189189207, 0.16591928251121074, 0.4372549019607843)",59268,"(37.894736842105274, 0.2235294117647058, 0.33333333333333337)",33731,"(45.88235294117652, 0.08212560386473428, 0.5941176470588235)",29579,"(45.65217391304345, 0.9200000000000003, 0.9019607843137255)",28615,"[20.769230769230774, 0.20634920634920634, 0.24705882352941178]",98083,2936,11,307537,21920,154,373146,16355,63,1878,0,0,506,0,0,264,0,0,1909,0,0,10877,164,0,228,0.0,0.15418502202643175,0.21311475409836067,0.30158730158730157,1.0,61.881097715379525,0.26259626240291817,0.44750389342339797,1.0,1532,0.0,7,0.34901960784313724,0.43529411764705883,0.5372549019607843,23617,19307,"(38.18181818181817, 0.1235955056179775, 0.17450980392156862)",2768,"(45.00000000000002, 0.15, 0.1568627450980392)",2658,"(41.99999999999998, 0.10416666666666667, 0.18823529411764706)",2217,"(44.0, 0.21126760563380287, 0.1392156862745098)",1900,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582393.4842596,5209498085503,0.0,255.0,147.86034075573548,41778,0.0,255.0,137.91295806083255,40362,0.0,255.0,141.44520528391985,41305,"(93, 112, 141)",58,"(217.7142857142857, 0.19125683060109303, 0.6411764705882352)",185973,"(28.571428571428555, 0.08936170212765955, 0.4607843137254902)",185743,"(34.6875, 0.3333333333333333, 0.3764705882352941)",116922,"(32.43243243243245, 0.2269938650306749, 0.6803921568627451)",108938,"(358.9655172413793, 0.4328358208955224, 0.7372549019607844)",92576,"(221.53846153846155, 0.1618257261410788, 0.5274509803921569)",15110,"[216.25000000000003, 0.20512820512820518, 0.45882352941176474]",178592,24463,11,172169,9223,1,38619,5045,2,193,0,0,81176,738,0,262876,238,0,19361,5,0,17654,127,3,17,0.0,0.12871287128712866,0.1945701357466064,0.3096446700507614,1.0,151.38546358133567,0.2342843659007818,0.5661989296393322,1.0,42807,0.041176470588235294,7,0.41764705882352937,0.5529411764705883,0.692156862745098,56415,1505,"(0.0, 0.0, 1.0)",38693,"(12.00000000000003, 0.07246376811594207, 0.2705882352941177)",1592,"(16.36363636363635, 0.0827067669172932, 0.2607843137254902)",1538,"(32.17391304347826, 0.3432835820895522, 0.3941176470588236)",1501,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582426.262861,5209498085504,0.0,255.0,156.20883432365204,11598,0.0,255.0,144.5120521345119,9418,0.0,255.0,128.25091940154743,11444,"(233, 224, 203)",212,"(38.99999999999998, 0.13888888888888878, 0.7176470588235294)",180574,"(40.0, 0.11764705882352941, 0.2)",62012,"(32.19512195121951, 0.19431279620853087, 0.4137254901960784)",47633,"(49.090909090909115, 0.1325301204819276, 0.8372549019607842)",47593,"(31.63636363636364, 0.24886877828054293, 0.43333333333333335)",37474,"(31.999999999999993, 0.08670520231213874, 0.3392156862745098)",28702,"[42.000000000000014, 0.4054054054054052, 0.8549019607843137]",74924,590,0,182793,7675,54,471972,35036,935,10626,0,0,14133,2,0,7086,2,0,10997,0,0,20648,42,0,989,0.0,0.08920187793427238,0.18367346938775508,0.2727272727272727,1.0,59.884478938477535,0.2189374546680973,0.5573887816881034,1.0,1688,0.0,143,0.3666666666666667,0.5490196078431373,0.7627450980392156,94603,12621,"(38.18181818181817, 0.1235955056179775, 0.17450980392156862)",2051,"(41.99999999999998, 0.10416666666666667, 0.18823529411764706)",1877,"(45.00000000000002, 0.15, 0.1568627450980392)",1856,"(42.00000000000003, 0.09803921568627451, 0.2)",1725,4
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582457.035843,5209498085505,0.0,255.0,187.7420325456623,90357,0.0,255.0,125.23629764065336,12838,0.0,255.0,126.67894186877852,11704,"(244, 133, 142)",212,"(15.00000000000032, 0.04000000000000013, 0.803921568627451)",143564,"(351.2621359223301, 0.9626168224299066, 0.7901960784313726)",65152,"(5.517241379310344, 0.4702702702702703, 0.6372549019607843)",51012,"(354.4444444444444, 0.6352941176470588, 0.6666666666666666)",34727,"(17.142857142857153, 0.1724137931034483, 0.39803921568627454)",32933,"(357.3626373626374, 0.4396135265700484, 0.40588235294117647)",29863,"[355.13513513513516, 0.8345864661654139, 0.7392156862745098]",554287,239055,49349,155086,2023,22,54203,458,1,6624,10,0,2054,0,0,1766,0,0,15419,0,0,28796,843,762,50134,0.0,0.14285714285714382,0.3789954337899543,0.806122448979592,1.0,195.2141099523422,0.46026504144148156,0.6047071763864759,1.0,6595,0.041176470588235294,6,0.4627450980392157,0.6313725490196078,0.7529411764705882,39393,1918,"(0.0, 0.0, 1.0)",3080,"(20.625, 0.23188405797101444, 0.27058823529411763)",970,"(19.411764705882355, 0.2537313432835821, 0.2627450980392157)",889,"(19.35483870967743, 0.2167832167832168, 0.2803921568627451)",849,5
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582494.3088527,5209498085506,53.0,255.0,193.6851070958056,99830,0.0,255.0,117.55708963401271,67432,0.0,255.0,127.23291416969577,68941,"(130, 34, 46)",273,"(13.125000000000005, 0.17204301075268816, 0.6352941176470588)",131603,"(353.54838709677415, 0.42081447963800905, 0.43333333333333335)",55541,"(352.74725274725273, 0.4666666666666665, 0.6176470588235294)",37188,"(356.51162790697674, 0.3467741935483871, 0.5137254901960784)",31766,"(336.2068965517241, 0.23966942148760326, 0.5254901960784313)",30428,"(352.94117647058823, 0.5214723926380368, 0.3196078431372549)",18287,"[352.5, 0.5853658536585367, 0.32156862745098036]",659272,353988,38430,66880,55,0,3042,18,0,237,0,0,11745,990,0,1979,0,0,5595,0,0,45212,11303,3666,42096,0.0,0.296,0.4470046082949307,0.6701030927835051,1.0,269.0252323435588,0.483079082547795,0.6078890919410331,1.0,68705,0.10392156862745099,3,0.44313725490196076,0.6058823529411765,0.7470588235294118,82400,42,"(0.0, 0.0, 1.0)",62372,"(60.0, 1.0, 0.9980392156862745)",1586,"(354.61538461538464, 0.4999999999999999, 0.3058823529411765)",774,"(354.4, 0.46583850931677023, 0.3156862745098039)",755,6
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582527.4739113,5209498085507,0.0,255.0,129.6625484989486,15006,0.0,255.0,119.52152503654852,12695,0.0,255.0,116.00906481184808,11697,"(119, 123, 115)",183,"(53.33333333333336, 0.03829787234042552, 0.5392156862745099)",143415,"(348.8888888888889, 0.12000000000000002, 0.4411764705882353)",133531,"(24.406779661016945, 0.907692307692308, 0.8725490196078431)",42336,"(60.0, 0.07975460122699385, 0.3196078431372549)",36332,"(145.00000000000006, 0.0759493670886076, 0.30980392156862746)",20933,"(13.749999999999984, 0.3692307692307693, 0.7450980392156863)",15722,"[90.0, 0.03361344537815126, 0.4666666666666667]",199356,5138,0,99641,5529,15,225615,8735,27,55958,5,0,99357,533,6,30420,19,0,23783,0,0,36763,209,0,48,0.0,0.0404040404040404,0.10377358490566035,0.19431279620853087,1.0,143.83369862947035,0.16364812306818036,0.47939197990982857,1.0,496,0.0,78,0.35686274509803917,0.4666666666666667,0.5725490196078431,21231,6299,"(47.99999999999996, 0.07246376811594207, 0.2705882352941177)",1359,"(48.00000000000004, 0.07042253521126755, 0.2784313725490196)",1318,"(47.99999999999996, 0.06849315068493156, 0.28627450980392155)",1273,"(42.857142857142904, 0.05426356589147284, 0.2529411764705882)",1258,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582557.2576685,5209498085508,0.0,255.0,225.42464397764212,233061,0.0,255.0,158.97687882350723,14660,0.0,255.0,175.10421568195966,15705,"(217, 64, 96)",149,"(0.0, 0.01351351351351347, 0.7098039215686275)",304963,"(348.6792452830189, 0.9636363636363637, 0.7843137254901961)",151472,"(218.99999999999997, 0.2666666666666666, 0.7058823529411764)",58934,"(340.38461538461536, 0.22807017543859645, 0.5529411764705883)",21041,"(348.9795918367347, 0.9607843137254903, 0.8)",17831,"(348.8235294117647, 0.9622641509433963, 0.7921568627450981)",15445,"[347.45098039215685, 0.6681222707423581, 0.5509803921568628]",563752,135591,53236,3071,13,0,2573,0,0,810,0,0,21042,71,0,61963,157,0,62984,3,0,79050,3887,3341,56577,0.0,0.1374999999999999,0.8720000000000002,1.0,1.0,314.4093729841368,0.6348340685130037,0.758045838383263,1.0,1020,0.09019607843137255,6,0.711764705882353,0.788235294117647,0.8352941176470587,135717,37,"(349.0243902439024, 1.0, 0.8392156862745098)",1853,"(348.4090909090909, 1.0, 0.8274509803921568)",1809,"(349.77272727272725, 1.0, 0.8274509803921568)",1805,"(348.70588235294116, 1.0, 0.8333333333333333)",1801,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582592.1259308,5209498085509,0.0,255.0,204.85277339325657,166017,0.0,255.0,145.15351180710525,11632,0.0,255.0,167.60361768357322,11535,"(255, 186, 200)",326,"(347.86516853932585, 0.9569892473118281, 0.8176470588235294)",132432,"(336.52173913043475, 0.3612565445026178, 0.6254901960784314)",75729,"(218.8235294117647, 0.49514563106796117, 0.7980392156862746)",37816,"(353.33333333333337, 0.3913043478260869, 0.45098039215686275)",26695,"(217.9591836734694, 0.4336283185840708, 0.7784313725490196)",15732,"(348.34951456310677, 0.9115044247787611, 0.7784313725490195)",13751,"[347.82608695652175, 1.0, 0.8647058823529412]",460734,147308,34995,159,1,0,1,0,0,0,0,0,43635,3999,8,155978,8328,3,13939,123,0,97208,34239,2102,37108,0.0,0.3924050632911393,0.682758620689655,0.9782608695652175,1.0,307.85926540809004,0.6630500224594571,0.7034552568185972,0.9980392156862745,142,0.07647058823529412,2,0.6294117647058823,0.7529411764705882,0.8254901960784313,112272,151,"(349.0243902439024, 1.0, 0.8392156862745098)",963,"(349.77272727272725, 1.0, 0.8274509803921568)",949,"(348.4090909090909, 1.0, 0.8274509803921568)",922,"(349.45054945054943, 1.0, 0.8215686274509804)",911,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52244234821,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F7557D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582630.9504924,5224423482100,39.0,255.0,187.61645394784432,208834,0.0,255.0,181.28519284283672,197511,0.0,251.0,171.92035448992695,185712,"(245, 229, 214)",39,"(41.99999999999993, 0.04201680672268916, 0.5333333333333333)",6103771,"(34.615384615384635, 0.29545454545454536, 0.8274509803921568)",517331,"(32.49999999999995, 0.19672131147540986, 0.7607843137254902)",128498,"(25.454545454545475, 0.3267326732673267, 0.6039215686274509)",40875,"(26.086956521739133, 0.3399014778325124, 0.6019607843137256)",38582,"(34.6153846153846, 0.46428571428571414, 0.7803921568627451)",36900,"[29.032258064516128, 0.6078431372549025, 0.9]",11464,35,0,2400114,67583,5,4484476,16380,5,55013,0,0,119539,0,0,2861,0,0,3904,0,0,517,0,0,10,0.0,0.06086956521739121,0.08333333333333326,0.11827956989247333,1.0,41.851599551411354,0.1308513819561166,0.7050385136490036,0.9921568627450981,28,0.07647058823529412,8,0.6352941176470588,0.7117647058823529,0.7686274509803922,533934,90,"(33.333333333333414, 0.07964601769911497, 0.7784313725490195)",31129,"(33.33333333333323, 0.08411214953271026, 0.7901960784313726)",29499,"(35.9999999999999, 0.09433962264150937, 0.7921568627450981)",28651,"(34.999999999999915, 0.09836065573770479, 0.7607843137254902)",27621,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52244234821,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F7557D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582811.0821989,5224423482101,92.0,236.0,157.75263157894736,54593,70.0,224.0,154.11977061360213,50364,0.0,211.0,146.58285187301917,31542,"(153, 152, 148)",7,"(41.99999999999993, 0.04201680672268916, 0.5333333333333333)",702814,"(22.5, 0.29032258064516125, 0.5137254901960784)",22342,"(39.37500000000002, 0.23529411764705874, 0.7333333333333333)",19597,"(33.333333333333336, 0.3292682926829268, 0.6784313725490196)",19265,"(33.333333333333336, 0.18828451882845193, 0.46862745098039216)",2774,"(35.76923076923076, 0.20967741935483877, 0.5137254901960784)",2483,"[48.0, 0.023923444976076475, 0.5901960784313726]",4206,0,0,69805,156,1,555341,244,0,38609,0,0,95985,0,0,2388,0,0,3128,0,0,418,0,0,1,0.0,0.021505376344086096,0.03401360544217694,0.059322033898305114,1.0,68.59141799919921,0.06068649159863296,0.5971233510289864,0.8686274509803922,11,0.1803921568627451,2,0.5509803921568628,0.5862745098039215,0.6392156862745098,23,0,"(60.0, 0.02347417840375592, 0.5823529411764705)",8888,"(48.00000000000007, 0.023696682464455027, 0.5862745098039215)",6596,"(45.00000000000003, 0.051282051282051225, 0.5411764705882354)",5977,"(48.0, 0.023923444976076475, 0.5901960784313726)",5865,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52244234821,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F7557D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582830.4151404,5224423482102,39.0,255.0,178.3253475195165,35860,0.0,245.0,172.4489146310753,35047,0.0,240.0,161.9184575673634,37308,"(174, 169, 156)",6,"(46.15384615384622, 0.05936073059360736, 0.5705882352941176)",750686,"(30.0, 0.4444444444444441, 0.8588235294117647)",27776,"(31.666666666666686, 0.3600000000000001, 0.803921568627451)",10408,"(22.142857142857146, 0.45652173913043487, 0.6392156862745098)",3887,"(37.499999999999986, 0.3294117647058823, 0.6666666666666667)",787,"(31.999999999999993, 0.5172413793103448, 0.8862745098039215)",656,"[43.33333333333329, 0.09999999999999996, 0.6470588235294118]",132,0,0,126731,3093,0,667331,660,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007194244604316522,0.06666666666666672,0.07853403141361257,0.09803921568627454,1.0,39.637733283863206,0.11231029602563156,0.6671452688856959,0.9588235294117646,6,0.07647058823529412,8,0.6254901960784314,0.6647058823529413,0.6980392156862745,30468,23,"(36.92307692307689, 0.07975460122699395, 0.6803921568627451)",5171,"(38.57142857142854, 0.07216494845360828, 0.6196078431372549)",5079,"(42.00000000000005, 0.055555555555555504, 0.6470588235294117)",5056,"(39.99999999999995, 0.0759493670886077, 0.6901960784313725)",4347,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52244234821,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F7557D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582850.7477534,5224423482103,74.0,255.0,193.2222308730406,64403,50.0,246.0,186.47158984739957,64917,0.0,229.0,173.43818903768297,56417,"(192, 182, 165)",7,"(44.00000000000003, 0.09933774834437072, 0.7039215686274509)",753678,"(34.28571428571427, 0.3684210526315788, 0.8137254901960784)",8338,"(30.769230769230738, 0.25161290322580643, 0.696078431372549)",4125,"(34.5, 0.17857142857142852, 0.5607843137254902)",1492,"(37.0588235294118, 0.44736842105263125, 0.8509803921568627)",1309,"(32.43243243243245, 0.5362318840579711, 0.8647058823529412)",1095,"[37.777777777777786, 0.17647058823529405, 0.7]",0,0,0,75394,3,0,695246,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05511811023622028,0.11392405063291136,0.12781954887218042,0.14705882352941183,1.0,39.888095395373675,0.1386811897861782,0.7189420074580228,0.9490196078431372,8,0.1450980392156863,1,0.7019607843137254,0.7254901960784313,0.7431372549019608,5153,1,"(42.35294117647065, 0.12408759124087586, 0.7313725490196078)",10473,"(42.352941176470544, 0.12781954887218042, 0.7392156862745098)",8740,"(43.333333333333385, 0.1285714285714285, 0.7254901960784313)",6833,"(43.333333333333385, 0.1304347826086956, 0.7294117647058823)",6593,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52244234821,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F7557D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582870.7882998,5224423482104,102.0,255.0,177.44010998778333,89299,96.0,255.0,172.37600465973003,89782,34.0,247.0,165.61343152050168,90890,"(165, 164, 160)",8,"(199.9999999999998, 0.01986754966887429, 0.7039215686274509)",645780,"(34.615384615384635, 0.29545454545454536, 0.8274509803921568)",91010,"(17.999999999999982, 0.3181818181818183, 0.5686274509803921)",25808,"(33.214285714285715, 0.33734939759036137, 0.6745098039215687)",18486,"(30.0, 0.2857142857142858, 0.7803921568627451)",8322,"(23.4782608695652, 0.3432835820895523, 0.6058823529411765)",1549,"[48.00000000000007, 0.02702702702702708, 0.6372549019607843]",5738,0,0,188845,1227,0,557331,3098,0,16367,0,0,23554,0,0,473,0,0,776,0,0,95,0,0,0,0.0,0.021505376344086096,0.028248587570621365,0.04999999999999996,1.0,50.42744179012465,0.0971044444768176,0.6728498319581648,0.9843137254901961,2,0.3509803921568627,1,0.6392156862745098,0.6509803921568628,0.6705882352941177,78315,0,"(45.0, 0.022471910112359467, 0.6509803921568628)",20199,"(60.0, 0.021505376344086096, 0.6352941176470588)",19559,"(60.0, 0.01675977653631279, 0.6490196078431373)",18687,"(45.00000000000011, 0.022222222222222296, 0.6470588235294117)",15684,4
